,targetIndex,targetTitle,targetSearchQuery,targetRelevanceToQuery,targetDescription,"targetproduct_title,product_description_preprocessed",similarIndex,similarTitle,similarSearchQuery,similarRelevanceToQuery,similarDescription,"similarproduct_title,product_description_preprocessed",WMDRank,WMDSimilarity,WMDAccuracy
10,,,,,,,91,Panasonic ES-3833 Wet/Dry Men Shaver Razor Battery Operate Compact Travel ES3833,shaver panasonic,4.0,,"['panasonic', 'men', 'shaver', 'razor', 'battery', 'operate', 'compact', 'travel']",10,0.5774555650001779,
11,,,,,,,88,Panasonic ES-LV81-k  Arc 5 Wet & Dry Rechargeable Men's Foil Shaver  New,shaver panasonic,3.67,,"['panasonic', 'arc', 'wet', 'dry', 'rechargeable', 'men', 'foil', 'shaver', 'new']",11,0.5750741602800356,
12,,,,,,,89,"NEW Panasonic ES-RF31-S 4 Blade Men's Electric Razor Wet/Dry, Factory Sealed",shaver panasonic,3.33,,"['new', 'panasonic', 'blade', 'men', 'electric', 'razor', 'factory', 'sealed']",12,0.5697741518812305,
13,,,,,,,96,panasonic ARC3 shaver es8103s,shaver panasonic,4.0,,"['panasonic', 'shaver']",13,0.5569424794021353,
14,,,,,,,86,PANASONIC ES3831K Pro-Curve Battery Operated Travel Wet/Dry Shaver,shaver panasonic,4.0,,"['panasonic', 'battery', 'operated', 'travel', 'shaver']",14,0.5537062902417268,
15,,,,,,,76,Panasonic ARC 5 Best Mens Shaver,shaver panasonic,2.8,,"['panasonic', 'arc', 'best', 'mens', 'shaver']",15,0.5496592119566753,
16,,,,,,,92,Panasonic Pro-Curve ES3831K Shaver - Dry/Wet Technology - Stainless Steel Foil,shaver panasonic,3.67,,"['panasonic', 'shaver', 'technology', 'stainless', 'steel', 'foil']",16,0.5488442475677903,
17,,,,,,,82,Panasonic ES8243A Arc4 Electric Shaver Wet/Dry (missing cleaning brush),shaver panasonic,4.0,"Carry a clean shaven look for an entire day, with the Panasonic ES8243A electric shaver. The fast linear motors of this Panasonic electric shaver deliver a clean and smooth shave in a single pass. The 4-Blade Pivoting Head of this Panasonic menÛªs shaver has been designed to catch every facial hair, with minimum strokes. The 30-degree Nanotech blades of this Panasonic electric shaver cut the hair at its base, for a close shave. Pop-up the trimmer of this Panasonic menÛªs shaver, to set your sideburns and moustache. The Panasonic ES8243A, with an LCD indicator, provides you with updates on its charge status and also cleaning reminders, to keep your blades fresh.","['panasonic', 'electric', 'shaver', 'missing', 'cleaning', 'brush', 'carry', 'clean', 'shaven', 'look', 'entire', 'day', 'panasonic', 'electric', 'shaver', 'fast', 'linear', 'motors', 'panasonic', 'electric', 'shaver', 'deliver', 'clean', 'smooth', 'shave', 'single', 'pass', 'pivoting', 'head', 'panasonic', 'shaver', 'designed', 'catch', 'every', 'facial', 'hair', 'minimum', 'strokes', 'nanotech', 'blades', 'panasonic', 'electric', 'shaver', 'cut', 'hair', 'base', 'close', 'shave', 'trimmer', 'panasonic', 'shaver', 'set', 'sideburns', 'moustache', 'panasonic', 'lcd', 'indicator', 'provides', 'updates', 'charge', 'status', 'also', 'cleaning', 'reminders', 'keep', 'blades', 'fresh']",17,0.513848259119079,
18,,,,,,,99,Panasonic Arc3 ES 8103S Wet/Dry Rechargeable Shaver (A491),shaver panasonic,2.33,"Incorporating the durable Nanotech blades, the Panasonic ES8103S men's electric shaver offers accurate shaving. The 13, 000-RPM motor of this rechargeable menÛªs shaver is fast enough to trim thick beards effortlessly without irritation and pulling. This Panasonic shaver renders top-of-the-line cutting performance using the 30-degree blade angle. The pivoting head of this rechargeable menÛªs shaver moves along with the shape of the face to provide the perfect shave. Enjoy a close shave in or out of the shower with this Panasonic shaver that works efficiently on both wet and dry skin. Use the turbo cleaning mode of the Panasonic ES8103S for a swift and easy cleaning.","['panasonic', 'es', 'rechargeable', 'shaver', 'incorporating', 'durable', 'nanotech', 'blades', 'panasonic', 'men', 'electric', 'shaver', 'offers', 'accurate', 'shaving', 'motor', 'rechargeable', 'shaver', 'fast', 'enough', 'trim', 'thick', 'beards', 'effortlessly', 'without', 'irritation', 'pulling', 'panasonic', 'shaver', 'renders', 'cutting', 'performance', 'using', 'blade', 'angle', 'pivoting', 'head', 'rechargeable', 'shaver', 'moves', 'along', 'shape', 'face', 'provide', 'perfect', 'shave', 'enjoy', 'close', 'shave', 'shower', 'panasonic', 'shaver', 'works', 'efficiently', 'wet', 'dry', 'skin', 'use', 'turbo', 'cleaning', 'mode', 'panasonic', 'swift', 'easy', 'cleaning']",18,0.5104744776660552,
19,,,,,,,78,Panasonic ARC4 ES-RF31-s Rechargeable Electric Shaver Wet/dry 4 Nanotech Blade,shaver panasonic,4.0,"Made for folks who need a great shave, the Panasonic electric shaver is convenient and consistent.  Featuring an ergonomic design, this Panasonic ES-RF31-S is ideal for keeping a stubble-free face, so you can retain wonderfully smooth skin.  With the precision blades included on the Panasonic electric shaver, you can get smooth shaves with every use.  As this men's electric shaver features a gentle shaving mechanism, you can help avoid burning sensations on tender skin.  Make sure you consistently get multiple perfect shaves without depleting the power with the exceptional shave time typical of this Panasonic ES-RF31-S.","['panasonic', 'rechargeable', 'electric', 'shaver', 'nanotech', 'blade', 'made', 'folks', 'need', 'great', 'shave', 'panasonic', 'electric', 'shaver', 'convenient', 'consistent', 'featuring', 'ergonomic', 'design', 'panasonic', 'ideal', 'keeping', 'face', 'retain', 'wonderfully', 'smooth', 'skin', 'precision', 'blades', 'included', 'panasonic', 'electric', 'shaver', 'get', 'smooth', 'shaves', 'every', 'use', 'men', 'electric', 'shaver', 'features', 'gentle', 'shaving', 'mechanism', 'help', 'avoid', 'burning', 'sensations', 'tender', 'skin', 'make', 'sure', 'consistently', 'get', 'multiple', 'perfect', 'shaves', 'without', 'depleting', 'power', 'exceptional', 'shave', 'time', 'typical', 'panasonic']",19,0.5039213009697505,
