Unnamed: 0,_unit_id,relevance,relevance:variance,product_image,product_link,product_price,product_title,query,rank,source,url,product_description
125,711158584,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/m6zsqY6Bcw0LHNOYajOjlxA.jpg,http://www.ebay.com/itm/BRAND-NEW-Graco-TableFit-Highchair-with-Three-Reclining-Options-Finley-/300910319756?pt=LH_DefaultDomain_0&hash=item460fa7188c,$76.39 ,BRAND NEW! Graco TableFit Highchair with Three Reclining Options (Finley),high chairs,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=high%20chairs,"eBay item number:300910319756


	Seller assumes all responsibility for this listing.
	
		Last updated on
		&nbsp;May 03, 2015 22:42:28 PDT&nbsp;
		View all revisions
		
	

		
			
					<strong>Item specifics</strong>
					<table>
						
						<tr>
									<td>
									 			Condition:</td>
											 
											<td>
												
																	
															
															
															
																New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is 
																
																			applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.
																					See all condition definitions<strong>- opens in a new window or tab</strong>
																			
																		
																		
																		
																			... Read more<strong>about the condition</strong>	
																		
																	
															
														
													</td>
										<td>
									 			Brand: </td>
											 
											<td>
												<strong>Graco</strong></td>
										</tr>
							<tr>
									<td>
									 			Model: </td>
											 
											<td>
												<strong>1852647</strong></td>
										<td>
									 			Color: </td>
											 
											<td>
												<strong>Finley</strong></td>
										</tr>
							<tr>
									<td>
									 			MPN: </td>
											 
											<td>
												<strong>1852647</strong></td>
										<td>
									 			UPC: </td>
											 
											<td>
												<strong>047406119936</strong></td>
										</tr>
							
							</table>
						
					
			
	
					
						
							
								
									<strong>easybuy-fastship</strong>
									
         easybuy-fastship
        
	            (13071
	                    )
            
99.9%
											 
										
											
											Sign up for newsletter
									
								
									
										Visit Store: &nbsp;
										easybuy-fastship
									
								
							
							
								
								
								
						
						 
					
				
			
				<table>
	<tr>
		<td>
			
.container
{
width:961px;
margin:0 auto;
font-size:16px;
line-height:1.5 !important;
}
.container br
{
line-height:1.5 !important;
}
.centered
{
margin: 0 auto;
width:100%;
text-align:center;
line-height:1.5 !important;
}
.etable
{
background-color:#EAD5A8;
font-size:15px;
line-height:1.5 !important;
}
.etable td
{
vertical-align:top;
width:50%;
padding-left:7px;
padding-top:5px;
padding-bottom:5px;
padding-right:5px;
font-family:Arial,Helvetica,sans-serif !important;
line-height:1.5 !important;
}
.etable td:nth-of-type(odd)
{
padding-left:20px;
}
.container p
{
text-align:justify;
margin:0 0 10px 0 !important;
padding:0 !important;
font-family:Arial,Helvetica,sans-serif !important;
line-height:1.5 !important;
}
.container strong
{
font-family:Arial,Helvetica,sans-serif !important;
font-size:17px;
line-height:1.5 !important;
}
.container h1
{
margin:0 !important;
padding:0 !important;
font-family:Arial,Helvetica,sans-serif !important;
line-height:1.5 !important;
font-weight:bold !important;
font-size:2em !important;
}
.container ul
{
margin:0;
padding:0;
}
.container li
{
margin-left:30px;
font-family:Arial,Helvetica,sans-serif !important;
line-height:1.5 !important;
margin-bottom:10px;
padding:0
}
.boldcclass
{
line-height:1.5 !important;
padding:10px 0 5px !important;
margin:0 !important;
}
.boldcclass strong
{
font-size:19px !important;
}



</td></tr></table>"
126,711158585,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/mmBU-kjrbUcxhCOCm3VxzXA.jpg,http://www.ebay.com/itm/Cosco-Slim-Fold-High-Chair-Kontiki-Free-Shipping-New-/111574143365?pt=LH_DefaultDomain_0&hash=item19fa565185,$45.35 ,"Cosco Slim Fold High Chair, Kontiki, Free Shipping, New",high chairs,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=high%20chairs,
150,711158609,3.67,0.47100000000000003,http://thumbs2.ebaystatic.com/d/l225/m/mfXqFpxS_h3iA5SrHI8UvnA.jpg,http://www.ebay.com/itm/Luminesce-Advance-Night-Repair-Cream-Jeunesse-Face-Mosturizer-30-ml-1oz-Wrinkle-/261847956817?pt=LH_DefaultDomain_0&hash=item3cf75abd51,$37.99 ,Luminesce Advance Night  Repair Cream Jeunesse Face Mosturizer 30 ml 1oz Wrinkle,face cream,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=face%20cream,
151,711158610,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/m0ULqNMsF6LUHIx5zPPmnuQ.jpg,http://www.ebay.com/itm/Luminesce-Daily-Moisturizing-Complex-Cream-SPF30-Jeunesse-Face-Anti-Aging-NEW-/261867641288?pt=LH_DefaultDomain_0&hash=item3cf88719c8,$19.99 ,Luminesce Daily Moisturizing Complex Cream SPF30 Jeunesse Face Anti-Aging NEW,face cream,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=face%20cream,
175,711158634,3.33,0.943,http://thumbs1.ebaystatic.com/d/l225/m/mExKLk0VWYm0AStEmxpmbFg.jpg,http://www.ebay.com/itm/MENS-NWT-VINTAGE-REEBOK-BRETT-FAVRE-NEW-YORK-JETS-TITANS-JERSEY-SIZE-XL-/321728709028?pt=LH_DefaultDomain_0&hash=item4ae88681a4,$19.99 ,MEN'S NWT VINTAGE REEBOK BRETT FAVRE NEW YORK JETS TITANS JERSEY SIZE XL,Brett Favre NY Titans jersey blue,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Brett%20Favre%20NY%20Titans%20jersey%20blue,
176,711158635,2.2,0.748,http://thumbs1.ebaystatic.com/d/l225/m/m0JlOy7fYr9t2Z7QurKr31g.jpg,http://www.ebay.com/itm/Reebok-NFL-Equipment-NY-Jets-Brett-Favre-Green-Stitched-Football-Jersey-Size-S-/311342751216?pt=LH_DefaultDomain_0&hash=item487d795df0,$8.99 ,Reebok NFL Equipment NY Jets Brett Favre Green Stitched Football Jersey Size S,Brett Favre NY Titans jersey blue,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Brett%20Favre%20NY%20Titans%20jersey%20blue,
200,711158659,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mzH4DeJ_vo6TU3VX_VQMCZg.jpg,http://www.ebay.com/itm/7-Color-Ultrasonic-Home-Aroma-Humidifier-Air-Diffuser-Purifier-Lonizer-Atomizer-/321658769243?pt=LH_DefaultDomain_0&hash=item4ae45b4f5b,$19.89 ,7 Color Ultrasonic Home Aroma Humidifier Air Diffuser Purifier Lonizer Atomizer,aroma diffuser,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=aroma%20diffuser,
201,711158660,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/mySQZocVLyJwf5lX0DC6qtg.jpg,http://www.ebay.com/itm/Ultrasonic-Mini-LED-USB-Essential-Oil-Air-Humidifier-Aromatherapy-Aroma-Diffuser-/181644194857?pt=LH_DefaultDomain_0&hash=item2a4ad67429,$21.88 ,Ultrasonic Mini LED USB Essential Oil Air Humidifier Aromatherapy Aroma Diffuser,aroma diffuser,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=aroma%20diffuser,
225,711158684,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mqJZ9p8wNoXLDj7CBPyufxg.jpg,http://www.ebay.com/itm/The-Hobbit-An-Unexpected-Journey-Extended-Edition-3D-Blu-Ray-2D-Blu-ray-DVD-/361187125486?pt=LH_DefaultDomain_0&hash=item54186e28ee,$41.68 ,The Hobbit-An Unexpected Journey Extended Edition (3D Blu-Ray + 2D Blu-ray + DVD,Bluray Hobbit extended,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bluray%20Hobbit%20extended,
226,711158685,2.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mZH_SEF76lgnOPCsOPCf5tg.jpg,http://www.ebay.com/itm/The-Hobbit-The-Desolation-of-Smaug-Extended-Edition-Blu-Ray-3-Disc-NEW-/121617596002?pt=LH_DefaultDomain_0&hash=item1c50f93e62,$27.95 ,The Hobbit: The Desolation of Smaug Extended Edition (Blu-Ray/3 Disc) NEW,Bluray Hobbit extended,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bluray%20Hobbit%20extended,
250,711158709,3.67,0.47100000000000003,http://thumbs3.ebaystatic.com/d/l225/m/mlsyoFbUs0Pt4rJnp7-wESQ.jpg,http://www.ebay.com/itm/Corelle-Plain-White-Dinner-Plate-10-1-4-Set-of-2-/271848895510?pt=LH_DefaultDomain_0&hash=item3f4b74f416,$6.99 ,"Corelle Plain White Dinner Plate 10 1/4 Set of 2""",white plain dinner set,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=white%20plain%20dinner%20set,
251,711158710,1.6,0.8,http://thumbs2.ebaystatic.com/d/l225/m/m-T1NYumfvEuoq97mC8wwpg.jpg,http://www.ebay.com/itm/New-Set-of-6-White-Plain-Kitchen-Placemats-Place-Mats-Dinner-Table-Decor-Party-/131491899929?pt=LH_DefaultDomain_15&hash=item1e9d872a19,$11.70 ,New Set of 6 White Plain Kitchen Placemats Place Mats Dinner Table Decor Party,white plain dinner set,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=white%20plain%20dinner%20set,
275,711158734,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/m2f9XNNCjYSQtH0sPoH5IOg.jpg,http://www.ebay.com/itm/Graco-Ready2Grow-Classic-Connect-LX-Double-Stroller-Fiji-/141630799817?pt=LH_DefaultDomain_0&hash=item20f9da7fc9,$138.29 ,"Graco Ready2Grow Classic Connect LX Double Stroller, Fiji",double stroller,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=double%20stroller,
276,711158735,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mKqrlEpeqlXc-xrEPNrXoew.jpg,http://www.ebay.com/itm/BABY-TREND-Expedition-Double-Jogging-Stroller-Swivel-Skylar-DJ96045-/231538449510?pt=LH_DefaultDomain_0&hash=item35e8c45c66,$189.00 ,BABY TREND Expedition Double Jogging Stroller Swivel - Skylar | DJ96045,double stroller,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=double%20stroller,
300,711158759,3.2,0.748,http://thumbs1.ebaystatic.com/d/l225/m/m1ddZg95Zkjyy-ZUkULYDAQ.jpg,http://www.ebay.com/itm/Vanilla-Tahitian-10ml-bottle-PERFUME-BODY-OIL-Strong-Scented-FRAGRANCE-/360623374700?pt=LH_DefaultDomain_0&hash=item53f6d4016c,$3.99 ,Vanilla Tahitian ~10ml bottle PERFUME BODY OIL Strong Scented FRAGRANCE,Vanilla Scented Perfumes,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Vanilla%20Scented%20Perfumes,
301,711158760,3.67,0.47100000000000003,http://thumbs2.ebaystatic.com/d/l225/m/m1ddZg95Zkjyy-ZUkULYDAQ.jpg,http://www.ebay.com/itm/Patchouli-Vanilla-10ml-bottle-PERFUME-BODY-OIL-Strong-Scented-FRAGRANCE-/380607708853?pt=LH_DefaultDomain_0&hash=item589dfcbeb5,$3.99 ,Patchouli Vanilla~10ml bottle PERFUME BODY OIL Strong Scented FRAGRANCE,Vanilla Scented Perfumes,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Vanilla%20Scented%20Perfumes,
324,711158784,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mNlcH_0xV0UXYcP87pHJBpQ.jpg,http://www.ebay.com/itm/2-4GHz-Red-Wireless-Optical-Mouse-Mice-USB-Receiver-for-PC-Laptop-Macbook-/370901559970?pt=LH_DefaultDomain_0&hash=item565b74aaa2,$6.89 ,2.4GHz Red Wireless Optical Mouse Mice + USB Receiver for PC Laptop Macbook,wireless mouse,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=wireless%20mouse,
325,711158785,3.67,0.47100000000000003,http://thumbs4.ebaystatic.com/d/l225/m/mZZbQHx1xN9BF7ma50Hl3lw.jpg,http://www.ebay.com/itm/2-4GHz-High-Quality-Wireless-Optical-Mouse-Mice-USB-2-0-Receiver-for-PC-Laptop-/301561054295?pt=LH_DefaultDomain_0&hash=item4636708457,$6.95 ,2.4GHz High Quality Wireless Optical Mouse/Mice + USB 2.0 Receiver for PC Laptop,wireless mouse,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=wireless%20mouse,
349,711158809,3.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mmXuzSvdvEwy0G9aLpIM3WQ.jpg,http://www.ebay.com/itm/Spider-Man-IN-HAND-Marvel-Legends-Infinite-Series-Hobgoblin-BAF-Spiderman-/231535381351?pt=LH_DefaultDomain_0&hash=item35e8958b67,$18.95 ,Spider-Man IN HAND Marvel Legends Infinite Series Hobgoblin BAF Spiderman,spiderman,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=spiderman,
350,711158810,2.33,0.943,http://thumbs1.ebaystatic.com/d/l225/m/mZ-WQPDkjaaoXlvUdh71yTg.jpg,http://www.ebay.com/itm/VENOM-MARVEL-SUPER-HEROES-SPIDER-MAN-TOYBIZ-1991-MOC-5-INCH-/321732073360?pt=LH_DefaultDomain_0&hash=item4ae8b9d790,$5.95 ,VENOM  MARVEL SUPER HEROES SPIDER-MAN TOYBIZ 1991 MOC 5 INCH,spiderman,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=spiderman,
374,711158834,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mLoIgaxmMLtJXgIiZeZCwqQ.jpg,http://www.ebay.com/itm/English-Roses-Bedding-Quilt-Bedspread-Coverlet-3-Piece-Reversible-King-Set-/321713944878?pt=LH_DefaultDomain_0&hash=item4ae7a5392e,$41.95 ,English Roses Bedding Quilt Bedspread Coverlet 3 Piece Reversible King Set,bedspreads,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=bedspreads,
375,711158835,3.67,0.47100000000000003,http://thumbs3.ebaystatic.com/d/l225/m/mLoIgaxmMLtJXgIiZeZCwqQ.jpg,http://www.ebay.com/itm/English-Roses-Bedding-Quilt-Bedspread-Coverlet-3-PC-Reversible-Full-Queen-Set-/221736577322?pt=LH_DefaultDomain_0&hash=item33a087a92a,$39.95 ,English Roses Bedding Quilt Bedspread Coverlet 3 PC Reversible Full Queen Set,bedspreads,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=bedspreads,
399,711158859,3.33,0.47100000000000003,http://thumbs2.ebaystatic.com/d/l225/pict/390456316349_50.jpg,http://www.ebay.com/itm/Modern-Indoor-Cushion-Kitchen-Rug-Anti-Fatigue-Floor-Mat-Actual-24-x-36-/390456316349?pt=LH_DefaultDomain_0&var=&hash=item5ae90291bd,$28.99 ,"Modern Indoor Cushion Kitchen Rug Anti-Fatigue Floor Mat - Actual 24 x 36""""",kitchen rugs,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=kitchen%20rugs,
