aa_page_id,page_namespace,page_title,rev_len,aa_user_id,aa_user_anon_token,aa_revision,aa_timestamp,aa_rating_wellsourced,aa_rating_neutral,aa_rating_complete,aa_rating_readable,aa_design_bucket,expertise_general,expertise_studies,expertise_profession,expertise_hobby,expertise_helpimprove_email,expertise_other
24872,0,Pollution,36498,0,bf8ed93b07ecc74971ea6e94cf9ef94edeb0d437,418720912,20110315045809,4,3,3,4,1,0,0,0,0,0,0
88556,0,Truman_Doctrine,18807,0,33bedeba0f006c592aa89ac5898d3d44a83a3884,418894428,20110315050153,5,2,3,2,1,1,0,1,0,0,0
784889,0,Indian_reservation,25892,0,fca3f888589fe815a5ff6ed823de7898db934b9a,417412079,20110315051954,3,2,3,2,1,1,1,1,1,0,0
4599312,0,Immigration,63492,1,e36b96e4edd299727205c2e798ef39225c60003c,418639432,20110315052625,3,3,4,3,1,0,0,0,0,0,0
51928,0,Amtrak,125275,0,2742f4f8a207e1a06a0a2993534a4d954ec49023,418261796,20110315053142,5,4,4,4,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,898db987cbdf3f31325332236619bcd911a43268,418879193,20110315060640,5,5,5,5,1,0,0,0,0,0,0
447689,0,United_States_Census,24596,0,b1b348e93f9af6dacfb9a5d7ba79adaf51a28677,417132420,20110315062120,0,0,0,0,1,0,0,0,0,0,0
24909346,0,United_States_Senate,64985,0,cd25e74fda081453f606fd466deda17d6cd96a30,417978726,20110315063454,5,2,1,1,1,0,0,0,0,0,0
64671,0,Airline_Deregulation_Act,14790,0,23e1ff5b1bb7b2b1d98c2df854beefb325ffc313,418397984,20110315064022,2,3,3,3,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,d80882d59d1d2f1ed75be59c8e47e78ac887b291,418879193,20110315074905,4,3,2,4,1,0,0,0,0,0,0
685053,0,NET_Act,5251,0,b1d521b864ec64de60d6aa74083ef30eac0b587f,416990665,20110315080923,3,5,3,4,1,0,0,0,0,0,0
324,0,Academy_Award,64775,0,990d5051091cd0907613240a8e5dceb5342320a2,418689933,20110315081815,0,0,0,5,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,f8114d5ddac1dedb63630d19f6af79e0716f259b,418572110,20110315081943,5,0,0,0,1,1,1,0,0,0,0
73408,0,To_Kill_a_Mockingbird,82790,0,2c7cea2224c76ca2942f1450083379a744f33015,413624799,20110315083330,4,5,5,4,1,1,0,0,0,0,1
2401717,0,Super_Bowl_XLV,58384,0,584f353d1228df1142fbe4df5c6e9f6e0142da71,418896225,20110315085640,1,5,1,4,1,0,0,0,0,0,0
366477,0,Black_Friday_(shopping),25320,0,f4881387af0bc25c2f3eb6328088458b197c7ca3,418904333,20110315092520,4,5,4,4,1,0,0,0,0,0,0
188746,0,Civil_Rights_Act_of_1964,43877,0,dedc619fb32dc39c1b2e8d6855faf05b98942d9e,418800405,20110315094527,5,5,5,5,1,0,0,0,0,0,0
6863392,0,United_States_Environmental_Protection_Agency_September_11_attacks_pollution_controversy,5213,0,67b5c4a6190a48544b2ce462f74d99a9c83b1427,396316560,20110315095005,0,0,2,0,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,02dcf25f888f275e59fcf6879f302eddf4d42832,418572110,20110315101406,0,4,3,4,1,0,0,0,0,0,0
43950,0,Interstate_Highway_System,58896,0,35c0af4dc81d382f5347b54448cd0f8f2e7fb536,417388539,20110315103358,5,4,4,3,1,0,0,0,0,0,0
24872,0,Pollution,36498,0,e09b4382db40b8a04e2a8767289759e48789ff30,418720912,20110315104345,0,0,0,0,1,1,0,0,0,0,0
20686480,0,Destruction_of_early_Islamic_heritage_sites,27117,0,2349fd7b512bbfa5c615d9d31c5b61ba041ace15,418888897,20110315111028,4,5,3,4,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,66db4195f12358cd628505c96d55011182fe6c5b,418879193,20110315112254,4,0,0,0,1,0,0,0,0,0,0
32191,0,USA_PATRIOT_Act,143871,0,58b9d9f10d762516042da4712898cd8f169a68be,418187660,20110315112319,4,2,4,2,1,1,0,0,1,0,0
56114,0,Urbanization,23474,0,8eb0a442d93670994d21e365ad991dad7a815d9d,417923004,20110315112356,4,3,3,5,1,0,0,0,0,0,0
195977,0,Public_Citizen,4331,0,a8b682b7398272c8ae624189c0c7929233ecbba8,414297465,20110315112949,5,2,4,4,1,0,0,0,0,0,0
694171,0,Common_Cause,12467,0,a8b682b7398272c8ae624189c0c7929233ecbba8,417216548,20110315113025,4,3,5,4,1,0,0,0,0,0,0
24872,0,Pollution,36498,0,348d2f4ac6efe74eb45992373b9b412e509df190,418720912,20110315113947,1,3,1,0,1,1,1,0,0,0,0
88556,0,Truman_Doctrine,18807,0,95e790ff5d60218bb456f9d0821f2c5ebf9854f2,418894428,20110315120820,5,3,4,5,1,1,1,1,0,0,0
48728,0,Social_Security_(United_States),127979,0,439d9e3d155e5d7496c1d15065d2e6f9de576e21,418082663,20110315121312,5,1,4,4,1,0,0,0,0,0,0
48728,0,Social_Security_(United_States),127979,0,c1dbb99645161836689a4a85bcefe56a00975986,418082663,20110315121426,1,1,1,5,1,1,1,0,0,0,0
140807,0,Yucca_Mountain_nuclear_waste_repository,45476,0,79e1598cec2b3dbdbf86534edebf2bd1c579acac,418781094,20110315121545,3,3,3,3,1,0,0,0,0,0,0
23576552,0,83rd_Academy_Awards,50581,0,43a7e98983f5e2e6973a58fd61edfecec7cb5043,418682727,20110315121609,5,0,0,0,1,1,0,0,1,0,0
3606600,0,Nixon_Shock,7687,0,c54ea546d5ec8853b19880c175b3e63205d860af,418872352,20110315123038,4,4,3,5,1,1,0,0,1,0,1
140807,0,Yucca_Mountain_nuclear_waste_repository,45476,0,c7eaf4a6962ce0625212683dcf89060e2153eeba,418781094,20110315123909,2,4,1,2,1,1,0,0,1,0,1
26224556,0,True_Grit_(2010_film),26616,1,0517d300ad5a24ab5be0a3b23852f6f67c326b00,418604593,20110315125224,5,5,5,5,1,0,0,0,0,0,0
9119240,0,United_States_Bill_of_Rights,51317,0,c438c2f9856fbb1e45fc0a99350a8c081f81328e,417584215,20110315125748,4,5,3,3,1,0,0,0,0,0,0
30636,0,Terrorism,81429,0,f7fefcad621703fe486b583d3743126962caf678,418735802,20110315125807,5,5,5,4,1,0,0,0,0,0,0
31644,0,United_States_Constitution,94538,0,c438c2f9856fbb1e45fc0a99350a8c081f81328e,418228494,20110315125941,4,3,3,3,1,0,0,0,0,0,0
67031,0,Sarbanes–Oxley_Act,58744,0,a70f5c7b545921cb9e46b3a0d0eec475695a4481,418108991,20110315130111,5,5,3,5,1,0,0,0,0,0,0
765,0,Abortion,91257,0,75519f5143d6031d63ae839e4bf2eb56e8c8e688,417857197,20110315130737,0,3,0,0,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,49d35ce5c53d4ada0394d55c8e8a045ff2a0193c,418572110,20110315131424,5,5,5,5,1,1,0,0,0,0,0
3606600,0,Nixon_Shock,7687,0,b0830ceb929d5d4220d7ab73a1ee16ba6155bc9f,418872352,20110315132107,4,3,2,3,1,0,0,0,0,0,0
73408,0,To_Kill_a_Mockingbird,82790,0,97cfb899b4da873164d71f0e1ab9b5c34d18971a,413624799,20110315133845,5,5,5,5,1,1,1,1,0,0,0
5278,0,Copyright,100059,0,43c22aaabcbadbcec5e8c8452a9c99b1049965d7,418874073,20110315134018,1,1,1,1,1,1,1,1,1,0,0
140807,0,Yucca_Mountain_nuclear_waste_repository,45476,0,b8cca1314686c0967fee3dac1acc37c4a737983c,418781094,20110315134325,0,0,0,4,1,0,0,0,0,0,0
5278,0,Copyright,100059,0,1133d1e394922ded4cc8abadd5dca1d657df0ec0,418874073,20110315135006,1,1,1,1,1,0,0,0,0,0,0
5278,0,Copyright,100059,0,3620abdf1bed53e52fceef20c4367fb70fec9bf6,418874073,20110315135157,1,1,1,1,1,1,1,1,1,0,0
164634,0,Pune,76442,0,2f6220ecdaf3867052fb353dfbb197da83bd1ece,417939537,20110315140055,0,0,4,0,1,1,0,0,0,0,1
27895148,0,2011_NBA_Playoffs,3222,1,6717d7aa95d736a034e64714d2cf005e4f80754c,418572110,20110315140143,5,5,5,5,1,1,0,0,0,0,1
5278,0,Copyright,100059,0,89c3fb3c4596f3f98a23fdcb673464a76d835670,418874073,20110315140233,5,1,5,0,1,0,0,0,0,0,0
445321,0,Political_divisions_of_the_United_States,30589,0,d1c7c09823363b4b39d18fa599f55ada8f40ec0a,417447152,20110315143644,2,2,2,1,1,1,0,0,0,0,1
70197,0,Demographics_of_the_United_States,68358,1,2b19c51c367c0691cddb5203b8334102327e04c9,418690959,20110315144215,5,5,5,4,1,1,0,0,1,0,0
55850,0,G.I._Bill,30764,0,b2d39c92bdf0c0b5222c147d751609ac10dea659,417686219,20110315145359,5,4,4,4,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,fc187bbb9ea5e3ca5a6d2b241431847e470f2504,418572110,20110315150541,5,5,5,5,1,1,0,0,1,0,0
3277411,0,Civil_Service_Reform_Act_of_1978,2387,1,455f1fa3e1471d4eff526ee8cc5485a6c3be3e2c,416146200,20110315150654,3,3,1,2,1,1,0,0,0,0,1
1058990,0,Economic_Opportunity_Act_of_1964,1213,0,07bf2e8616da6d04aa298d7ea9e031dc0207cd32,385273406,20110315150656,0,0,0,0,1,0,0,0,0,0,0
396564,0,Bipartisan_Campaign_Reform_Act,12540,0,c72983cce6fc602dab7307cd15fc79c369620b9e,418888520,20110315150704,3,4,2,5,1,0,0,0,0,0,0
8830096,0,Alaska_Ballot_Measure_2_(1998),12624,1,455f1fa3e1471d4eff526ee8cc5485a6c3be3e2c,404658678,20110315150804,5,5,4,4,1,1,0,0,0,0,1
169216,0,Economic_issues_in_the_United_States,6339,0,c60286928d89c6b48746fbe199c403ab8c52eb9d,418334711,20110315152541,0,0,0,0,1,0,0,0,0,0,0
46795,0,Mono_Lake,24109,0,cfbdf8938cb6a1d8b834884bbb7733a8cac26b96,418854035,20110315153610,5,5,4,4,1,0,0,0,0,0,0
19595201,0,Troubled_Asset_Relief_Program,65812,0,7d8951cec7d5ece424483f4515386d0dfcb58935,417893090,20110315154037,0,1,0,0,1,0,0,0,0,0,0
62651,0,All's_Well_That_Ends_Well,12879,0,e68bd540c466b6d6ec0e68db72761a622e92e61c,418205593,20110315155209,0,0,0,0,1,0,0,0,0,0,0
26224556,0,True_Grit_(2010_film),26616,1,daf7889bd17576d64708c6d9937f2e9e44d8fb9a,418604593,20110315155901,0,0,0,0,1,0,0,0,0,0,0
188746,0,Civil_Rights_Act_of_1964,43934,0,33007d206a5030e132098c9b62a10a3f32318684,418969480,20110315160347,5,5,5,5,1,1,0,1,0,0,0
4607980,0,To_Kill_a_Mockingbird_(film),19630,0,6a9ce24446aa7241525ce20e9452c1aaa5758617,417953608,20110315161026,5,5,5,5,1,1,1,1,1,0,0
8690,0,"Don't_ask,_don't_tell",81245,0,74674360ddc8f8c7f86b541e2aa4fb4259595b79,418534869,20110315162511,5,5,5,5,1,0,0,0,0,0,0
188746,0,Civil_Rights_Act_of_1964,43905,1,00eafa401335ecca9a5a4995d0c2b911382e42c0,418972885,20110315163014,3,3,3,3,1,0,0,0,0,0,0
66402,0,Brown_v._Board_of_Education,53001,0,431401719d5b333dfe557d2b64e6ea744053d795,415616170,20110315163341,4,4,4,4,1,0,0,0,0,0,0
26224556,0,True_Grit_(2010_film),26540,0,8b8c5f3d62a01bac97c34678cbee7badb7e66b52,418974917,20110315165323,5,5,5,5,1,1,1,1,1,0,0
27895148,0,2011_NBA_Playoffs,3222,0,96fae44bbe7e090110e7b536106ad5309e23598f,418572110,20110315165328,4,1,3,3,1,0,0,0,0,0,0
31874,0,United_States_Declaration_of_Independence,109379,0,ffc817060257675b7e0c12717dc9d8c520d8c04a,417468003,20110315165835,3,1,2,1,1,1,1,0,1,0,0
123427,0,Education_in_the_United_States,116994,0,f118928381b79767fb82b9a628ca935a1826a187,418645884,20110315171032,5,0,5,4,1,1,1,0,0,0,0
3434750,0,United_States,168358,0,79f9b69e6d6f4f481994ffc6ed877ee99fa6aec6,418879193,20110315171537,1,1,1,1,1,0,0,0,0,0,0
402072,0,AARP,23339,0,f814619faf6265f27667ecbb275da58c7c1fbb34,418172572,20110315172800,5,5,5,5,1,1,0,1,0,0,0
2401717,0,Super_Bowl_XLV,58409,1,5b5a9ea18ada3af4f2acb2a3eb2d3986d3199e9b,418907525,20110315173029,5,5,5,5,1,0,0,0,0,0,0
55589,0,Homestead_Act,15215,0,0a597ab0870e867b2950b5ca87b7b099760022ec,417190270,20110315175248,5,5,4,5,1,0,0,0,0,0,0
7800201,0,Gun_violence_in_the_United_States,88901,0,4caa5631926da00028f8872c69593aaa0800390a,416314608,20110315175626,1,1,1,0,1,1,1,1,1,0,1
9119240,0,United_States_Bill_of_Rights,51317,0,56a69478478c94a92cb09050141a2ac99b799f87,417584215,20110315175833,5,5,5,5,1,1,1,1,1,0,1
366477,0,Black_Friday_(shopping),25320,0,0ea2b899e3ec9d7644ba1841427f4e1e3921618e,418904333,20110315180129,1,1,1,1,1,0,0,0,0,0,0
43950,0,Interstate_Highway_System,59352,0,aa274b916e91f09bc535e5b3d7d8a6b490268d73,418945315,20110315180337,5,0,0,0,1,1,0,0,0,0,0
29073809,0,"Cheshire,_Connecticut,_home_invasion_murders",29157,0,6d07c01c9ca4c9c84f6df1fab53c022c2cef1722,418007374,20110315180412,0,0,0,4,1,0,0,0,0,0,0
66402,0,Brown_v._Board_of_Education,53001,0,cb3cb5e87f4d20f8e66df64391b8ca5ea2975b61,415616170,20110315181707,0,0,5,0,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,b8a5d322a1d3f226a0c37f3a277d9ed9abd37eab,418879193,20110315183646,2,4,3,3,1,0,0,0,0,0,0
25226624,0,Patient_Protection_and_Affordable_Care_Act,103086,0,46844f41a18adec4688077f7e35c06d2623819ed,418578556,20110315183803,3,1,5,4,1,0,0,0,0,0,0
66402,0,Brown_v._Board_of_Education,53001,0,545dfe488446622ec0952942eb0445c948ae5c7d,415616170,20110315183823,5,5,5,5,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,1c968690b1df68960d28dc6275f6dd93f1d14dd2,418879193,20110315184636,0,0,0,0,1,1,0,0,0,0,0
3434750,0,United_States,168358,0,e9a69ad13be331bf4b04237cafea957f64b4b059,418879193,20110315190059,0,0,0,5,1,0,0,0,0,0,0
105070,0,Organization,19326,0,affa3b0e0f0987264b2c4afdcf2e25c823abc824,417808477,20110315190619,2,2,5,1,1,0,0,0,0,0,0
765,0,Abortion,91257,0,0c91b0219bc28a8290b8a7eaafc372c77c6ec3f1,417857197,20110315190658,3,4,5,5,1,0,0,0,0,0,0
31874,0,United_States_Declaration_of_Independence,109379,0,55cf8eea33d1aeff952e7dbe9a0215cac6bdf110,417468003,20110315191235,4,4,4,4,1,0,0,0,0,0,0
18963843,0,Indian_American,52375,0,2ca23df3c268d1329b554b46b5fcf873ad8ebdbf,418977387,20110315191710,1,0,0,0,1,1,0,0,1,0,1
3434750,0,United_States,168358,0,c5cde13c2fab05a0265297062955c1c2f3957207,418879193,20110315191755,0,0,0,0,1,1,1,0,0,0,0
10745492,0,5_centimeter_band,915,1,455f1fa3e1471d4eff526ee8cc5485a6c3be3e2c,400554191,20110315192102,4,5,1,3,1,0,0,0,0,0,0
4488521,0,Tennessee_Plan,6618,0,5e03016e83f3534cc4f5da8eb12f3d6fc0955d58,411396866,20110315192132,5,5,5,5,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,545af1c2d7840bd94c6cbbe53e4def50a1c7b85b,418879193,20110315192222,5,5,5,5,1,1,1,0,0,0,0
48728,0,Social_Security_(United_States),127979,0,6bf4f64d6f63afd6f047d95cb6b90d9dd268a530,418082663,20110315192412,0,5,0,0,1,1,0,0,0,0,1
10745492,0,5_centimeter_band,915,0,a97bfddd8282944b87385e7d14d4772026913c1b,400554191,20110315193410,4,5,1,3,1,0,0,0,0,0,0
10745492,0,5_centimeter_band,915,0,7fae27d7d68f23f1863f357761138734fe50d8b6,400554191,20110315193436,4,5,1,3,1,0,0,0,0,0,0
10745492,0,5_centimeter_band,915,1,51721e912b2e33b754e85edc6bbe78a9a1e95c11,400554191,20110315193644,4,5,1,3,1,0,0,0,0,0,0
10745492,0,5_centimeter_band,915,1,ae3baffc0872059789e0f242895e60140332b49c,400554191,20110315194113,1,0,0,0,1,0,0,0,0,0,0
51928,0,Amtrak,125275,0,dc7ff506da38c1309058ba8149313d185d3d42b5,418261796,20110315195552,3,4,5,4,1,0,0,0,0,0,0
471603,0,State_school,40370,0,b95b7ae70445b9aea5bd9fa904be28753b8062d4,418825294,20110315195713,0,3,0,0,1,0,0,0,0,0,0
3517666,0,Speed_limits_in_the_United_States,154617,0,887382e02c386be3312c8db8361a7eec6934e1dc,418054018,20110315200352,4,5,4,3,1,0,0,0,0,0,0
19386436,0,Native_American_civil_rights,35521,0,46ba0377ed66c7eb451e3e26e36d51de56593b6a,416794128,20110315200640,2,0,1,5,1,0,0,0,0,0,0
3434750,0,United_States,168358,0,e3c7d61a2f83da7f81f743914f299898eee16091,418879193,20110315201009,5,5,4,4,1,0,0,0,0,0,0
30106389,0,"Don't_Ask,_Don't_Tell_Repeal_Act_of_2010",32445,0,261feb674d88c64e1ca8e18173eece9a76f9781f,417405520,20110315201234,5,5,3,5,1,1,0,1,0,0,0
29922,0,Thomas_Jefferson,125665,0,9d4cc6e61cbe816e3bd980eee00834586d22aeae,418978281,20110315201303,5,1,5,4,1,1,1,0,0,0,0
4607980,0,To_Kill_a_Mockingbird_(film),19630,0,df518eeccb196be9d6421128d46345c43022e029,417953608,20110315201904,0,0,0,5,1,0,0,0,0,0,0
